year,series,volume,type,y2030,y2050,y2100,lohi
1935,6DS,10.45,seriesval,0,0,0,0
1936,6DS,10.83,seriesval,0,0,0,0
1937,6DS,11.12,seriesval,0,0,0,0
1938,6DS,10.89,seriesval,0,0,0,0
1939,6DS,11.21,seriesval,0,0,0,0
1940,6DS,11.69,seriesval,0,0,0,0
1941,6DS,12.01,seriesval,0,0,0,0
1942,6DS,12.34,seriesval,0,0,0,0
1943,6DS,12.55,seriesval,0,0,0,0
1944,6DS,12.71,seriesval,0,0,0,0
1945,6DS,12.09,seriesval,0,0,0,0
1946,6DS,12.78,seriesval,0,0,0,0
1947,6DS,13.41,seriesval,0,0,0,0
1948,6DS,13.79,seriesval,0,0,0,0
1949,6DS,13.81,seriesval,0,0,0,0
1950,6DS,14.45,seriesval,0,0,0,0
1951,6DS,15.32,seriesval,0,0,0,0
1952,6DS,15.61,seriesval,0,0,0,0
1953,6DS,15.90,seriesval,0,0,0,0
1954,6DS,16.23,seriesval,0,0,0,0
1955,6DS,17.01,seriesval,0,0,0,0
1956,6DS,17.69,seriesval,0,0,0,0
1957,6DS,18.14,seriesval,0,0,0,0
1958,6DS,18.66,seriesval,0,0,0,0
1959,6DS,19.20,seriesval,0,0,0,0
1960,6DS,19.90,seriesval,0,0,0,0
1961,6DS,20.21,seriesval,0,0,0,0
1962,6DS,21.21,seriesval,0,0,0,0
1963,6DS,21.42,seriesval,0,0,0,0
1964,6DS,21.82,seriesval,0,0,0,0
1965,6DS,22.35,seriesval,0,0,0,0
1966,6DS,22.88,seriesval,0,0,0,0
1967,6DS,23.22,seriesval,0,0,0,0
1968,6DS,24.94,seriesval,0,0,0,0
1969,6DS,25.97,seriesval,0,0,0,0
1970,6DS,26.74,seriesval,0,0,0,0
1971,6DS,26.39,seriesval,0,0,0,0
1972,6DS,28.11,seriesval,0,0,0,0
1973,6DS,29.09,seriesval,0,0,0,0
1974,6DS,29.10,seriesval,0,0,0,0
1975,6DS,29.34,seriesval,0,0,0,0
1976,6DS,31.02,seriesval,0,0,0,0
1977,6DS,32.21,seriesval,0,0,0,0
1978,6DS,32.29,seriesval,0,0,0,0
1979,6DS,33.19,seriesval,0,0,0,0
1980,6DS,32.87,seriesval,0,0,0,0
1981,6DS,32.59,seriesval,0,0,0,0
1982,6DS,34.37,seriesval,0,0,0,0
1983,6DS,33.71,seriesval,0,0,0,0
1984,6DS,33.76,seriesval,0,0,0,0
1985,6DS,34.77,seriesval,0,0,0,0
1986,6DS,35.51,seriesval,0,0,0,0
1987,6DS,36.42,seriesval,0,0,0,0
1988,6DS,36.69,seriesval,0,0,0,0
1989,6DS,36.97,seriesval,0,0,0,0
1990,6DS,37.26,seriesval,0,0,0,0
1991,6DS,38.84,seriesval,0,0,0,0
1992,6DS,38.73,seriesval,0,0,0,0
1993,6DS,38.27,seriesval,0,0,0,0
1994,6DS,38.32,seriesval,0,0,0,0
1995,6DS,37.99,seriesval,0,0,0,0
1996,6DS,39.08,seriesval,0,0,0,0
1997,6DS,39.99,seriesval,0,0,0,0
1998,6DS,39.99,seriesval,0,0,0,0
1999,6DS,39.80,seriesval,0,0,0,0
2000,6DS,39.36,seriesval,0,0,0,0
2001,6DS,39.55,seriesval,0,0,0,0
2002,6DS,41.20,seriesval,0,0,0,0
2003,6DS,41.75,seriesval,0,0,0,0
2004,6DS,44.48,seriesval,0,0,0,0
2005,6DS,45.83,seriesval,0,0,0,0
2006,6DS,47.27,seriesval,0,0,0,0
2007,6DS,47.48,seriesval,0,0,0,0
2008,6DS,47.00,seriesval,0,0,0,0
2009,6DS,47.45,seriesval,0,0,0,0
2010,6DS,49.30,seriesval,0,0,0,0
2011,6DS,51.63,seriesval,0,0,0,0
2012,6DS,52.33,seriesval,0,0,0,0
2013,6DS,53.23,seriesval,0,0,0,0
2014,6DS,53.37,seriesval,0,0,0,0
2015,6DS,53.51,seriesval,0,0,0,0
2016,6DS,53.66,seriesval,0,0,0,0
2017,6DS,53.80,seriesval,0,0,0,0
2018,6DS,53.94,seriesval,0,0,0,0
2019,6DS,54.08,seriesval,0,0,0,0
2020,6DS,54.22,seriesval,0,0,0,0
2021,6DS,56.15,seriesval,0,0,0,0
2022,6DS,58.08,seriesval,0,0,0,0
2023,6DS,60.01,seriesval,0,0,0,0
2024,6DS,61.94,seriesval,0,0,0,0
2025,6DS,63.87,seriesval,0,0,0,0
2026,6DS,65.81,seriesval,0,0,0,0
2027,6DS,67.74,seriesval,0,0,0,0
2028,6DS,69.67,seriesval,0,0,0,0
2029,6DS,71.60,seriesval,0,0,0,0
2030,6DS,73.53,seriesval,0,0,0,0
2031,6DS,74.81,seriesval,0,0,0,0
2032,6DS,76.09,seriesval,0,0,0,0
2033,6DS,77.38,seriesval,0,0,0,0
2034,6DS,78.66,seriesval,0,0,0,0
2035,6DS,79.94,seriesval,0,0,0,0
2036,6DS,81.22,seriesval,0,0,0,0
2037,6DS,82.51,seriesval,0,0,0,0
2038,6DS,83.79,seriesval,0,0,0,0
2039,6DS,85.07,seriesval,0,0,0,0
2040,6DS,86.35,seriesval,0,0,0,0
2041,6DS,87.64,seriesval,0,0,0,0
2042,6DS,88.92,seriesval,0,0,0,0
2043,6DS,90.20,seriesval,0,0,0,0
2044,6DS,91.48,seriesval,0,0,0,0
2045,6DS,92.77,seriesval,0,0,0,0
2046,6DS,94.05,seriesval,0,0,0,0
2047,6DS,95.33,seriesval,0,0,0,0
2048,6DS,96.61,seriesval,0,0,0,0
2049,6DS,97.90,seriesval,0,0,0,0
2050,6DS,99.18,seriesval,0,0,0,0
2051,6DS,99.90,seriesval,0,0,0,0
2052,6DS,100.62,seriesval,0,0,0,0
2053,6DS,101.35,seriesval,0,0,0,0
2054,6DS,102.07,seriesval,0,0,0,0
2055,6DS,102.79,seriesval,0,0,0,0
2056,6DS,103.52,seriesval,0,0,0,0
2057,6DS,104.24,seriesval,0,0,0,0
2058,6DS,104.96,seriesval,0,0,0,0
2059,6DS,105.69,seriesval,0,0,0,0
2060,6DS,106.41,seriesval,0,0,0,0
2061,6DS,107.13,seriesval,0,0,0,0
2062,6DS,107.86,seriesval,0,0,0,0
2063,6DS,108.58,seriesval,0,0,0,0
2064,6DS,109.30,seriesval,0,0,0,0
2065,6DS,110.03,seriesval,0,0,0,0
2066,6DS,110.75,seriesval,0,0,0,0
2067,6DS,111.47,seriesval,0,0,0,0
2068,6DS,112.19,seriesval,0,0,0,0
2069,6DS,112.92,seriesval,0,0,0,0
2070,6DS,113.64,seriesval,0,0,0,0
2071,6DS,114.36,seriesval,0,0,0,0
2072,6DS,115.09,seriesval,0,0,0,0
2073,6DS,115.81,seriesval,0,0,0,0
2074,6DS,116.53,seriesval,0,0,0,0
2075,6DS,117.26,seriesval,0,0,0,0
2076,6DS,117.98,seriesval,0,0,0,0
2077,6DS,118.70,seriesval,0,0,0,0
2078,6DS,119.43,seriesval,0,0,0,0
2079,6DS,120.15,seriesval,0,0,0,0
2080,6DS,120.87,seriesval,0,0,0,0
2081,6DS,121.60,seriesval,0,0,0,0
2082,6DS,122.32,seriesval,0,0,0,0
2083,6DS,123.04,seriesval,0,0,0,0
2084,6DS,123.76,seriesval,0,0,0,0
2085,6DS,124.49,seriesval,0,0,0,0
2086,6DS,125.21,seriesval,0,0,0,0
2087,6DS,125.93,seriesval,0,0,0,0
2088,6DS,126.66,seriesval,0,0,0,0
2089,6DS,127.38,seriesval,0,0,0,0
2090,6DS,128.10,seriesval,0,0,0,0
2091,6DS,128.83,seriesval,0,0,0,0
2092,6DS,129.55,seriesval,0,0,0,0
2093,6DS,130.27,seriesval,0,0,0,0
2094,6DS,131.00,seriesval,0,0,0,0
2095,6DS,131.72,seriesval,0,0,0,0
2096,6DS,132.44,seriesval,0,0,0,0
2097,6DS,133.17,seriesval,0,0,0,0
2098,6DS,133.89,seriesval,0,0,0,0
2099,6DS,134.61,seriesval,0,0,0,0
2100,6DS,135.33,seriesval,0,0,0,0
